id,node_lon,node_lat,center_id,center_lon,center_lat
3560,-73.9904805,40.7193292,2161,-73.9867058,40.7159628
3561,-73.9928443,40.7200465,2161,-73.9867058,40.7159628
3562,-73.9940749,40.7130522,4523,-74.0008317,40.7130749
3563,-73.9937507,40.7123696,4523,-74.0008317,40.7130749
3564,-73.9964706,40.715497,4523,-74.0008317,40.7130749
3565,-73.9670551,40.8035338,4174,-73.9666179,40.80414
3566,-73.9656735,40.8054119,4174,-73.9666179,40.80414
3567,-73.9652167,40.8060401,4174,-73.9666179,40.80414
3568,-73.9647589,40.8066746,4174,-73.9666179,40.80414
3569,-73.9614908,40.8111677,4174,-73.9666179,40.80414
3570,-73.9595737,40.8137443,1886,-73.9607274,40.8175155
3571,-73.9582204,40.8156319,1886,-73.9607274,40.8175155
3572,-73.9577614,40.8163003,1886,-73.9607274,40.8175155
3573,-73.9564305,40.8181551,1886,-73.9607274,40.8175155
3574,-73.9559715,40.8187821,1886,-73.9607274,40.8175155
3575,-73.955501,40.8194071,1886,-73.9607274,40.8175155
3576,-73.9550161,40.8200885,1886,-73.9607274,40.8175155
3577,-73.9545541,40.8207561,1886,-73.9607274,40.8175155
3578,-73.9547233,40.8208309,1886,-73.9607274,40.8175155
